,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80+
93,2,77,11,30,88,106,73,0,0
94,2,77,11,30,88,106,73,0,0
95,2,77,11,30,88,106,73,0,0
96,2,77,11,30,88,106,73,0,0
97,2,77,11,30,88,106,73,0,0
98,2,77,11,30,88,106,73,0,0
99,2,77,11,30,88,106,73,0,0
100,2,77,11,30,88,106,73,0,0
101,2,77,11,30,88,106,73,0,0
102,2,77,11,30,88,106,73,0,0
103,2,77,11,30,88,106,73,0,0
104,2,77,11,30,88,106,73,0,0
105,2,77,11,30,88,106,73,0,0
106,2,77,11,30,88,106,73,0,0
107,2,77,11,30,88,106,73,0,0
108,2,77,11,30,88,106,73,0,0
109,2,77,11,30,88,106,73,0,0
110,2,77,11,30,88,106,73,0,0
111,2,77,11,30,88,106,73,0,0
112,2,77,11,30,88,106,73,0,0
113,2,77,11,30,88,106,73,0,0
114,2,77,11,30,88,106,73,0,0
115,2,77,11,30,88,106,73,0,0
116,2,77,11,30,88,106,73,0,0
117,2,77,11,30,88,106,73,0,0
118,2,77,11,30,88,106,73,0,0
119,2,77,11,30,88,106,73,0,0
120,2,77,11,30,88,106,73,0,0
121,2,77,11,30,88,106,73,0,0
122,2,77,11,30,88,106,73,0,0
123,2,77,11,30,88,106,73,0,0
124,2,77,11,30,88,106,73,0,0
125,2,77,11,30,88,106,73,0,0
126,2,77,11,30,88,106,73,0,0
127,2,77,11,30,88,106,73,0,0
128,2,77,11,30,88,106,73,0,0
129,2,77,11,30,88,106,73,0,0
130,2,77,11,30,88,106,73,0,0
131,2,77,11,30,88,106,73,0,0
132,2,77,11,30,88,106,73,0,0
133,2,77,11,30,88,106,73,0,0
134,2,77,11,30,88,106,73,0,0
135,2,77,11,30,88,106,73,0,0
136,2,77,11,30,88,106,73,0,0
137,2,77,11,30,88,106,73,0,0
138,2,77,11,30,88,106,73,0,0
139,2,77,11,30,88,106,73,0,0
140,2,77,11,30,88,106,73,0,0
141,2,77,11,30,88,106,73,0,0
142,2,77,11,30,88,106,73,0,0
143,2,77,11,30,88,106,73,0,0
144,2,77,11,30,88,106,73,0,0
145,2,77,11,30,88,106,73,0,0
146,2,77,11,30,88,106,73,0,0
147,2,77,11,30,88,106,73,0,0
148,2,77,11,30,88,106,73,0,0
149,2,77,11,30,88,106,73,0,0
150,2,77,11,30,88,106,73,0,0
151,2,77,11,30,88,106,73,0,0
152,2,77,11,30,88,106,73,0,0
153,2,77,11,30,88,106,73,0,0
154,2,77,11,30,88,106,73,0,0
155,2,77,11,30,88,106,73,0,0
156,2,77,11,30,88,106,73,0,0
157,2,77,11,30,88,106,73,0,0
158,2,77,11,30,88,106,73,0,0
159,2,77,11,30,88,106,73,0,0
160,2,77,11,30,88,106,73,0,0
161,2,77,11,30,88,106,73,0,0
162,2,77,11,30,88,106,73,0,0
163,2,77,11,30,88,106,73,0,0
164,2,77,11,30,88,106,73,0,0
165,2,77,11,30,88,106,73,0,0
166,2,77,11,30,88,106,73,0,0
167,2,77,11,30,88,106,73,0,0
168,2,77,11,30,88,106,73,0,0
169,2,77,11,30,88,106,73,0,0
170,2,77,11,30,88,106,73,0,0
171,2,77,11,30,88,106,73,0,0
172,2,77,11,30,88,106,73,0,0
173,2,77,11,30,88,106,73,0,0
174,2,77,11,30,88,106,73,0,0
175,2,77,11,30,88,106,73,0,0
176,2,77,11,30,88,106,73,0,0
177,2,77,11,30,88,106,73,0,0
178,2,77,11,30,88,106,73,0,0
179,2,77,11,30,88,106,73,0,0
180,2,77,11,30,88,106,73,0,0
181,2,77,11,30,88,106,73,0,0
182,2,77,11,30,88,106,73,0,0
183,2,77,11,30,88,106,73,0,0
184,2,77,11,30,88,106,73,0,0
185,2,77,11,30,88,106,73,0,0
186,2,77,11,30,88,106,73,0,0
187,2,77,11,30,88,106,73,0,0
188,2,77,11,30,88,106,73,0,0
189,2,77,11,30,88,106,73,0,0
190,2,77,11,30,88,106,73,0,0
191,2,77,11,30,88,106,73,0,0
192,2,77,11,30,88,106,73,0,0
193,2,77,11,30,88,106,73,0,0
194,2,77,11,30,88,106,73,0,0
195,2,77,11,30,88,106,73,0,0
196,2,77,11,30,88,106,73,0,0
197,2,77,11,30,88,106,73,0,0
198,2,77,11,30,88,106,73,0,0
199,2,77,11,30,88,106,73,0,0
200,2,77,11,30,88,106,73,0,0
201,2,77,11,30,88,106,73,0,0
202,2,77,11,30,88,106,73,0,0
203,2,77,11,30,88,106,73,0,0
204,2,77,11,30,88,106,73,0,0
205,2,77,11,30,88,106,73,0,0
206,2,77,11,30,88,106,73,0,0
207,2,77,11,30,88,106,73,0,0
208,2,77,11,30,88,106,73,0,0
209,2,77,11,30,88,106,73,0,0
210,2,77,11,30,88,106,73,0,0
211,2,77,11,30,88,106,73,0,0
212,2,77,11,30,88,106,73,0,0
213,2,77,11,30,88,106,73,0,0
214,2,77,11,30,88,106,73,0,0
215,2,77,11,30,88,106,73,0,0
216,2,77,11,30,88,106,73,0,0
217,2,77,11,30,88,106,73,0,0
218,2,77,11,30,88,106,73,0,0
219,2,77,11,30,88,106,73,0,0
220,2,77,11,30,88,106,73,0,0
221,2,77,11,30,88,106,73,0,0
222,2,77,11,30,88,106,73,0,0
223,2,77,11,30,88,106,73,0,0
224,2,77,11,30,88,106,73,0,0
225,2,77,11,30,88,106,73,0,0
226,2,77,11,30,88,106,73,0,0
227,2,77,11,30,88,106,73,0,0
228,2,77,11,30,88,106,73,0,0
229,2,77,11,30,88,106,73,0,0
230,2,77,11,30,88,106,73,0,0
231,2,77,11,30,88,106,73,0,0
232,2,77,11,30,88,106,73,0,0
233,2,77,11,30,88,106,73,0,0
234,2,77,11,30,88,106,73,0,0
235,2,77,11,30,88,106,73,0,0
236,2,77,11,30,88,106,73,0,0
237,2,77,11,30,88,106,73,0,0
238,2,77,11,30,88,106,73,0,0
239,2,77,11,30,88,106,73,0,0
240,2,77,11,30,88,106,73,0,0
